RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,CCCLastUpdated
313,1/13/2019,Buds,Each,1166.73,57,1166.73,0,0,57,04/08/2024
319,1/14/2019,Concentrate,Grams,150,0,0,3.5,150,3.5,04/08/2024
319,1/14/2019,Buds,Grams,13402.61,0,0,1267.42,13402.61,1267.42,04/08/2024
319,1/14/2019,Infused (non-edible),Each,802.09,28,802.09,0,0,28,04/08/2024
319,1/14/2019,Concentrate (Each),Each,9490.62,217,9490.62,0,0,217,04/08/2024
319,1/14/2019,Infused (edible),Each,10179.13,312,10179.13,0,0,312,04/08/2024
319,1/14/2019,Concentrate,Each,1131.29,19,1131.29,0,0,19,04/08/2024
319,1/14/2019,Buds,Each,807.45,38,807.45,0,0,38,04/08/2024
326,1/15/2019,Buds,Each,1511.72,64,1511.72,0,0,64,04/08/2024
326,1/15/2019,Concentrate,Grams,75,0,0,1.5,75,1.5,04/08/2024
326,1/15/2019,Concentrate (Each),Each,6636.95,159,6636.95,0,0,159,04/08/2024
326,1/15/2019,Buds,Grams,13124.32,0,0,1300.08,13124.32,1300.08,04/08/2024
326,1/15/2019,Infused (edible),Each,8385.39,306,8385.39,0,0,306,04/08/2024
326,1/15/2019,Infused (non-edible),Each,677.62,28,677.62,0,0,28,04/08/2024
326,1/15/2019,Concentrate,Each,572.1,12,572.1,0,0,12,04/08/2024
333,1/16/2019,Concentrate,Each,1220.46,15,1220.46,0,0,15,04/08/2024
333,1/16/2019,Concentrate (Each),Each,7227.76,172,7227.76,0,0,172,04/08/2024
333,1/16/2019,Infused (non-edible),Each,624.39,28,624.39,0,0,28,04/08/2024
333,1/16/2019,Infused (edible),Each,5502.63,201,5502.63,0,0,201,04/08/2024
333,1/16/2019,Buds,Grams,15222.55,0,0,1645.92,15222.55,1645.92,04/08/2024
333,1/16/2019,Buds,Each,1961.8,106,1961.8,0,0,106,04/08/2024
333,1/16/2019,Concentrate,Grams,205,0,0,4.5,205,4.5,04/08/2024
340,1/17/2019,Concentrate (Each),Each,10586.35,223,10586.35,0,0,223,04/08/2024
340,1/17/2019,Infused (non-edible),Each,487.33,23,487.33,0,0,23,04/08/2024
340,1/17/2019,Concentrate,Each,1230.09,17,1230.09,0,0,17,04/08/2024
340,1/17/2019,Concentrate,Grams,80,0,0,2,80,2,04/08/2024
340,1/17/2019,Buds,Grams,14739.15,0,0,1411.03,14739.15,1411.03,04/08/2024
340,1/17/2019,Buds,Each,1776.37,108,1776.37,0,0,108,04/08/2024
340,1/17/2019,Infused (edible),Each,7750.62,296,7750.62,0,0,296,04/08/2024
347,1/18/2019,Concentrate (Each),Each,14099.57,296,14099.57,0,0,296,04/08/2024
347,1/18/2019,Buds,Grams,17338.16,0,0,1683.41,17338.16,1683.41,04/08/2024
347,1/18/2019,Buds,Each,2990.73,136,2990.73,0,0,136,04/08/2024
347,1/18/2019,Concentrate,Grams,81.88,0,0,2,81.88,2,04/08/2024
347,1/18/2019,Infused (non-edible),Each,420.99,24,420.99,0,0,24,04/08/2024
347,1/18/2019,Concentrate,Each,979.31,20,979.31,0,0,20,04/08/2024
347,1/18/2019,Infused (edible),Each,8878.06,352,8878.06,0,0,352,04/08/2024
354,1/19/2019,Buds,Grams,27468.6,0,0,2674.92,27468.6,2674.92,04/08/2024
354,1/19/2019,Buds,Each,2738.79,175,2738.79,0,0,175,04/08/2024
354,1/19/2019,Concentrate,Each,568.73,13,568.73,0,0,13,04/08/2024
354,1/19/2019,Concentrate (Each),Each,15431.66,329,15431.66,0,0,329,04/08/2024
354,1/19/2019,Infused (non-edible),Each,558.07,26,558.07,0,0,26,04/08/2024
354,1/19/2019,Concentrate,Grams,42.5,0,0,1,42.5,1,04/08/2024
354,1/19/2019,Infused (edible),Each,12574.13,441,12574.13,0,0,441,04/08/2024
361,1/20/2019,Buds,Grams,4026.76,0,0,385.38,4026.76,385.38,04/08/2024
361,1/20/2019,Infused (edible),Each,662.84,66,662.84,0,0,66,04/08/2024
361,1/20/2019,Concentrate (Each),Each,2491.3,59,2491.3,0,0,59,04/08/2024
361,1/20/2019,Infused (non-edible),Each,171.4,7,171.4,0,0,7,04/08/2024
361,1/20/2019,Buds,Each,454.64,40,454.64,0,0,40,04/08/2024
366,1/21/2019,Infused (non-edible),Each,174.21,8,174.21,0,0,8,04/08/2024
366,1/21/2019,Buds,Grams,10831.88,0,0,1004.75,10831.88,1004.75,04/08/2024
366,1/21/2019,Infused (edible),Each,4026.09,153,4026.09,0,0,153,04/08/2024
366,1/21/2019,Concentrate (Each),Each,7758.21,160,7758.21,0,0,160,04/08/2024
366,1/21/2019,Concentrate,Grams,111.69,0,0,2.5,111.69,2.5,04/08/2024
366,1/21/2019,Concentrate,Each,262.95,6,262.95,0,0,6,04/08/2024
366,1/21/2019,Buds,Each,745.18,60,745.18,0,0,60,04/08/2024
373,1/22/2019,Concentrate (Each),Each,8830.72,207,8830.72,0,0,207,04/08/2024
373,1/22/2019,Infused (non-edible),Each,264.55,13,264.55,0,0,13,04/08/2024
373,1/22/2019,Infused (edible),Each,6708.96,264,6708.96,0,0,264,04/08/2024
373,1/22/2019,Concentrate,Each,54,1,54,0,0,1,04/08/2024
373,1/22/2019,Buds,Each,1398.14,84,1398.14,0,0,84,04/08/2024
373,1/22/2019,Concentrate,Grams,25,0,0,0.5,25,0.5,04/08/2024
373,1/22/2019,Buds,Grams,14849.6,0,0,1587.57,14849.6,1587.57,04/08/2024
380,1/23/2019,Concentrate (Each),Each,8248.38,188,8248.38,0,0,188,04/08/2024
380,1/23/2019,Concentrate,Grams,35,0,0,1,35,1,04/08/2024
380,1/23/2019,Buds,Each,1628.76,110,1628.76,0,0,110,04/08/2024
380,1/23/2019,Infused (edible),Each,7339.56,250,7339.56,0,0,250,04/08/2024
380,1/23/2019,Buds,Grams,16833.05,0,0,1567.94,16833.05,1567.94,04/08/2024
380,1/23/2019,Infused (non-edible),Each,264.39,13,264.39,0,0,13,04/08/2024
386,1/24/2019,Concentrate (Each),Each,11159.51,276,11159.51,0,0,276,04/08/2024
386,1/24/2019,Buds,Each,1780.99,99,1780.99,0,0,99,04/08/2024
386,1/24/2019,Infused (non-edible),Each,104.69,7,104.69,0,0,7,04/08/2024
386,1/24/2019,Infused (edible),Each,6294.89,273,6294.89,0,0,273,04/08/2024
386,1/24/2019,Concentrate,Grams,40,0,0,1,40,1,04/08/2024
386,1/24/2019,Buds,Grams,11974.44,0,0,1179.53,11974.44,1179.53,04/08/2024
392,1/25/2019,Concentrate (Each),Each,13082.17,298,13082.17,0,0,298,04/08/2024
392,1/25/2019,Concentrate,Grams,37.5,0,0,1,37.5,1,04/08/2024
392,1/25/2019,Infused (edible),Each,12430.31,506,12430.31,0,0,506,04/08/2024
392,1/25/2019,Buds,Each,2389.22,173,2389.22,0,0,173,04/08/2024
392,1/25/2019,Buds,Grams,19385.29,0,0,1889.53,19385.29,1889.53,04/08/2024
392,1/25/2019,Infused (non-edible),Each,1198.91,35,1198.91,0,0,35,04/08/2024
398,1/26/2019,Buds,Grams,15699.17,0,0,1555.85,15699.17,1555.85,04/08/2024
398,1/26/2019,Infused (edible),Each,12014.12,563,12014.12,0,0,563,04/08/2024
398,1/26/2019,Concentrate,Each,1558.84,25,1558.84,0,0,25,04/08/2024
398,1/26/2019,Buds,Each,2769.57,185,2769.57,0,0,185,04/08/2024
398,1/26/2019,Infused (non-edible),Each,555.14,15,555.14,0,0,15,04/08/2024
398,1/26/2019,Concentrate (Each),Each,12222.36,266,12222.36,0,0,266,04/08/2024
404,1/27/2019,Concentrate (Each),Each,8883.76,183,8883.76,0,0,183,04/08/2024
404,1/27/2019,Concentrate,Each,615.01,9,615.01,0,0,9,04/08/2024
404,1/27/2019,Buds,Each,1504.2,86,1504.2,0,0,86,04/08/2024
404,1/27/2019,Buds,Grams,11674.72,0,0,1181.3,11674.72,1181.3,04/08/2024
404,1/27/2019,Infused (non-edible),Each,481.72,14,481.72,0,0,14,04/08/2024
404,1/27/2019,Infused (edible),Each,7316.65,339,7316.65,0,0,339,04/08/2024
410,1/28/2019,Infused (non-edible),Each,1008.99,25,1008.99,0,0,25,04/08/2024
410,1/28/2019,Buds,Each,1192.09,62,1192.09,0,0,62,04/08/2024
410,1/28/2019,Infused (edible),Each,6044.9,207,6044.9,0,0,207,04/08/2024
410,1/28/2019,Concentrate (Each),Each,7309.9,164,7309.9,0,0,164,04/08/2024
410,1/28/2019,Concentrate,Each,1020.9,16,1020.9,0,0,16,04/08/2024
410,1/28/2019,Buds,Grams,10659.29,0,0,1103.86,10659.29,1103.86,04/08/2024
416,1/29/2019,Infused (edible),Each,5217.16,196,5217.16,0,0,196,04/08/2024
416,1/29/2019,Concentrate,Grams,25,0,0,0.5,25,0.5,04/08/2024
416,1/29/2019,Buds,Grams,11677.98,0,0,1285.13,11677.98,1285.13,04/08/2024
416,1/29/2019,Concentrate,Each,285,6,285,0,0,6,04/08/2024
416,1/29/2019,Buds,Each,1136.45,60,1136.45,0,0,60,04/08/2024
416,1/29/2019,Infused (non-edible),Each,522.94,12,522.94,0,0,12,04/08/2024
416,1/29/2019,Concentrate (Each),Each,7826.25,165,7826.25,0,0,165,04/08/2024
423,1/30/2019,Concentrate,Grams,142.5,0,0,3,142.5,3,04/08/2024
423,1/30/2019,Buds,Grams,14938.95,0,0,1629.44,14938.95,1629.44,04/08/2024
423,1/30/2019,Concentrate (Each),Each,5936.51,142,5936.51,0,0,142,04/08/2024
423,1/30/2019,Infused (edible),Each,6059.94,273,6059.94,0,0,273,04/08/2024
423,1/30/2019,Infused (non-edible),Each,448.99,11,448.99,0,0,11,04/08/2024
423,1/30/2019,Buds,Each,1210.17,70,1210.17,0,0,70,04/08/2024
429,1/31/2019,Concentrate,Grams,165.23,0,0,4,165.23,4,04/08/2024
429,1/31/2019,Buds,Each,1096.25,72,1096.25,0,0,72,04/08/2024
429,1/31/2019,Concentrate (Each),Each,10686.22,228,10686.22,0,0,228,04/08/2024
429,1/31/2019,Infused (non-edible),Each,1133.14,29,1133.14,0,0,29,04/08/2024
429,1/31/2019,Buds,Grams,15642.37,0,0,1639.59,15642.37,1639.59,04/08/2024
429,1/31/2019,Infused (edible),Each,8032.5,463,8032.5,0,0,463,04/08/2024
435,2/1/2019,Infused (edible),Each,12275.87,633,12275.87,0,0,633,04/08/2024
435,2/1/2019,Concentrate (Each),Each,13719.34,330,13719.34,0,0,330,04/08/2024
435,2/1/2019,Concentrate,Grams,145.25,0,0,3.5,145.25,3.5,04/08/2024
435,2/1/2019,Concentrate,Each,1222.89,21,1222.89,0,0,21,04/08/2024
435,2/1/2019,Infused (non-edible),Each,1033.7,31,1033.7,0,0,31,04/08/2024
435,2/1/2019,Buds,Each,2381.17,148,2381.17,0,0,148,04/08/2024
435,2/1/2019,Buds,Grams,33191.5,0,0,3860.97,33191.5,3860.97,04/08/2024
442,2/2/2019,Infused (edible),Each,11784.97,501,11784.97,0,0,501,04/08/2024
442,2/2/2019,Concentrate (Each),Each,11926.7,281,11926.7,0,0,281,04/08/2024
442,2/2/2019,Concentrate,Grams,76.86,0,0,2,76.86,2,04/08/2024
442,2/2/2019,Buds,Each,1885.04,135,1885.04,0,0,135,04/08/2024
442,2/2/2019,Buds,Grams,20488.7,0,0,2164.32,20488.7,2164.32,04/08/2024
442,2/2/2019,Infused (non-edible),Each,456.45,19,456.45,0,0,19,04/08/2024
442,2/2/2019,Concentrate,Each,1608.72,22,1608.72,0,0,22,04/08/2024
449,2/3/2019,Buds,Each,1225.2,72,1225.2,0,0,72,04/08/2024
449,2/3/2019,Infused (non-edible),Each,206.05,9,206.05,0,0,9,04/08/2024
449,2/3/2019,Buds,Grams,13290.89,0,0,1355.65,13290.89,1355.65,04/08/2024
449,2/3/2019,Infused (edible),Each,6791.32,324,6791.32,0,0,324,04/08/2024
449,2/3/2019,Concentrate,Each,1098.16,13,1098.16,0,0,13,04/08/2024
449,2/3/2019,Concentrate (Each),Each,8548.62,236,8548.62,0,0,236,04/08/2024
455,2/4/2019,Concentrate (Each),Each,8475.1,207,8475.1,0,0,207,04/08/2024
455,2/4/2019,Buds,Grams,15418.98,0,0,1607.93,15418.98,1607.93,04/08/2024
455,2/4/2019,Infused (non-edible),Each,880.13,26,880.13,0,0,26,04/08/2024
455,2/4/2019,Concentrate,Each,892.79,12,892.79,0,0,12,04/08/2024
455,2/4/2019,Infused (edible),Each,6926.55,235,6926.55,0,0,235,04/08/2024
455,2/4/2019,Buds,Each,867.85,61,867.85,0,0,61,04/08/2024
461,2/5/2019,Infused (edible),Each,8881.27,301,8881.27,0,0,301,04/08/2024
461,2/5/2019,Infused (non-edible),Each,679.92,25,679.92,0,0,25,04/08/2024
461,2/5/2019,Buds,Each,1350.08,82,1350.08,0,0,82,04/08/2024
461,2/5/2019,Buds,Grams,14367.74,0,0,1439.77,14367.74,1439.77,04/08/2024
461,2/5/2019,Concentrate (Each),Each,11322.78,275,11322.78,0,0,275,04/08/2024
466,2/6/2019,Buds,Grams,11777.51,0,0,1118.62,11777.51,1118.62,04/08/2024
466,2/6/2019,Concentrate,Each,100,1,100,0,0,1,04/08/2024
466,2/6/2019,Concentrate (Each),Each,11183.44,274,11183.44,0,0,274,04/08/2024
466,2/6/2019,Infused (non-edible),Each,585.7,19,585.7,0,0,19,04/08/2024
466,2/6/2019,Infused (edible),Each,7235.66,313,7235.66,0,0,313,04/08/2024
466,2/6/2019,Buds,Each,1025.28,73,1025.28,0,0,73,04/08/2024
472,2/7/2019,Buds,Each,1124.09,73,1124.09,0,0,73,04/08/2024
472,2/7/2019,Infused (non-edible),Each,421.12,17,421.12,0,0,17,04/08/2024
472,2/7/2019,Buds,Grams,12451.41,0,0,1340.58,12451.41,1340.58,04/08/2024
472,2/7/2019,Concentrate (Each),Each,9707.35,236,9707.35,0,0,236,04/08/2024
472,2/7/2019,Infused (edible),Each,8322.61,326,8322.61,0,0,326,04/08/2024
477,2/8/2019,Buds,Each,2217.75,131,2217.75,0,0,131,04/08/2024
477,2/8/2019,Buds,Grams,16502.07,0,0,1677.76,16502.07,1677.76,04/08/2024
477,2/8/2019,Infused (non-edible),Each,542.43,15,542.43,0,0,15,04/08/2024
477,2/8/2019,Concentrate (Each),Each,15096.94,358,15096.94,0,0,358,04/08/2024
477,2/8/2019,Infused (edible),Each,10600.94,388,10600.94,0,0,388,04/08/2024
482,2/9/2019,Infused (edible),Each,11124.49,379,11124.49,0,0,379,04/08/2024
482,2/9/2019,Infused (non-edible),Each,596.24,23,596.24,0,0,23,04/08/2024
482,2/9/2019,Concentrate (Each),Each,13578.26,300,13578.26,0,0,300,04/08/2024
482,2/9/2019,Buds,Grams,14147.05,0,0,1322.92,14147.05,1322.92,04/08/2024
482,2/9/2019,Buds,Each,2078.81,112,2078.81,0,0,112,04/08/2024
487,2/10/2019,Concentrate,Each,690,7,690,0,0,7,04/08/2024
487,2/10/2019,Buds,Each,1995.15,141,1995.15,0,0,141,04/08/2024
487,2/10/2019,Infused (non-edible),Each,312,8,312,0,0,8,04/08/2024
487,2/10/2019,Buds,Grams,8435.82,0,0,749.22,8435.82,749.22,04/08/2024
487,2/10/2019,Infused (edible),Each,7600.1,305,7600.1,0,0,305,04/08/2024
487,2/10/2019,Concentrate (Each),Each,11589.22,250,11589.22,0,0,250,04/08/2024
493,2/11/2019,Concentrate (Each),Each,8623.45,195,8623.45,0,0,195,04/08/2024
493,2/11/2019,Concentrate,Each,390,4,390,0,0,4,04/08/2024
493,2/11/2019,Buds,Grams,12803.34,0,0,1196.61,12803.34,1196.61,04/08/2024
493,2/11/2019,Infused (non-edible),Each,737.03,19,737.03,0,0,19,04/08/2024
493,2/11/2019,Infused (edible),Each,8408.57,277,8408.57,0,0,277,04/08/2024
493,2/11/2019,Buds,Each,1093.05,95,1093.05,0,0,95,04/08/2024
499,2/12/2019,Buds,Grams,10283.91,0,0,966.8,10283.91,966.8,04/08/2024
499,2/12/2019,Concentrate (Each),Each,5537.22,131,5537.22,0,0,131,04/08/2024
499,2/12/2019,Buds,Each,1154.36,68,1154.36,0,0,68,04/08/2024
499,2/12/2019,Infused (non-edible),Each,695.85,17,695.85,0,0,17,04/08/2024
499,2/12/2019,Concentrate,Each,650.16,9,650.16,0,0,9,04/08/2024
499,2/12/2019,Infused (edible),Each,4086.92,148,4086.92,0,0,148,04/08/2024
505,2/13/2019,Infused (edible),Each,6675.93,218,6675.93,0,0,218,04/08/2024
505,2/13/2019,Buds,Grams,12116.18,0,0,1151.69,12116.18,1151.69,04/08/2024
505,2/13/2019,Infused (non-edible),Each,355.83,10,355.83,0,0,10,04/08/2024
505,2/13/2019,Concentrate (Each),Each,10743.36,244,10743.36,0,0,244,04/08/2024
505,2/13/2019,Concentrate,Each,429.02,5,429.02,0,0,5,04/08/2024
505,2/13/2019,Buds,Each,2101.8,118,2101.8,0,0,118,04/08/2024
511,2/14/2019,Concentrate,Each,742.11,8,742.11,0,0,8,04/08/2024
511,2/14/2019,Buds,Each,2011.03,127,2011.03,0,0,127,04/08/2024
511,2/14/2019,Concentrate (Each),Each,11880.99,317,11880.99,0,0,317,04/08/2024
511,2/14/2019,Infused (edible),Each,9352.48,311,9352.48,0,0,311,04/08/2024
511,2/14/2019,Infused (non-edible),Each,527.79,15,527.79,0,0,15,04/08/2024
511,2/14/2019,Buds,Grams,14420.94,0,0,1335.36,14420.94,1335.36,04/08/2024
517,2/15/2019,Infused (edible),Each,10839.23,343,10839.23,0,0,343,04/08/2024
517,2/15/2019,Concentrate,Each,290,3,290,0,0,3,04/08/2024
517,2/15/2019,Concentrate (Each),Each,15168.76,332,15168.76,0,0,332,04/08/2024
517,2/15/2019,Buds,Each,2108.62,133,2108.62,0,0,133,04/08/2024
517,2/15/2019,Infused (non-edible),Each,789.75,22,789.75,0,0,22,04/08/2024
517,2/15/2019,Buds,Grams,14889.99,0,0,1401.28,14889.99,1401.28,04/08/2024
523,2/16/2019,Concentrate (Each),Each,12449.75,287,12449.75,0,0,287,04/08/2024
523,2/16/2019,Buds,Each,2313.39,132,2313.39,0,0,132,04/08/2024
523,2/16/2019,Buds,Grams,18006.98,0,0,1741.07,18006.98,1741.07,04/08/2024
523,2/16/2019,Infused (non-edible),Each,793.38,27,793.38,0,0,27,04/08/2024
523,2/16/2019,Infused (edible),Each,12692.61,460,12692.61,0,0,460,04/08/2024
528,2/17/2019,Buds,Each,1688.35,89,1688.35,0,0,89,04/08/2024
528,2/17/2019,Concentrate (Each),Each,9621.19,237,9621.19,0,0,237,04/08/2024
528,2/17/2019,Buds,Grams,12081.02,0,0,1147.19,12081.02,1147.19,04/08/2024
528,2/17/2019,Infused (non-edible),Each,450.72,14,450.72,0,0,14,04/08/2024
528,2/17/2019,Infused (edible),Each,6643.72,242,6643.72,0,0,242,04/08/2024
533,2/18/2019,Concentrate (Each),Each,6771.16,157,6771.16,0,0,157,04/08/2024
533,2/18/2019,Buds,Each,1395.59,83,1395.59,0,0,83,04/08/2024
533,2/18/2019,Infused (non-edible),Each,277.5,8,277.5,0,0,8,04/08/2024
533,2/18/2019,Buds,Grams,8098.36,0,0,757.5,8098.36,757.5,04/08/2024
533,2/18/2019,Infused (edible),Each,4251.14,172,4251.14,0,0,172,04/08/2024
538,2/19/2019,Concentrate (Each),Each,8908.5,213,8908.5,0,0,213,04/08/2024
538,2/19/2019,Buds,Each,1780.38,89,1780.38,0,0,89,04/08/2024
538,2/19/2019,Infused (edible),Each,7982.08,304,7982.08,0,0,304,04/08/2024
538,2/19/2019,Buds,Grams,13314.97,0,0,1491.75,13314.97,1491.75,04/08/2024
538,2/19/2019,Infused (non-edible),Each,374.66,9,374.66,0,0,9,04/08/2024
543,2/20/2019,Concentrate (Each),Each,10199.73,248,10199.73,0,0,248,04/08/2024
543,2/20/2019,Infused (non-edible),Each,417.41,12,417.41,0,0,12,04/08/2024
543,2/20/2019,Buds,Each,1313.26,79,1313.26,0,0,79,04/08/2024
543,2/20/2019,Infused (edible),Each,4523.39,197,4523.39,0,0,197,04/08/2024
543,2/20/2019,Buds,Grams,19510.86,0,0,2021.3,19510.86,2021.3,04/08/2024
548,2/21/2019,Concentrate (Each),Each,7985.11,189,7985.11,0,0,189,04/08/2024
548,2/21/2019,Buds,Each,2031.27,129,2031.27,0,0,129,04/08/2024
548,2/21/2019,Buds,Grams,12445.58,0,0,1272.67,12445.58,1272.67,04/08/2024
548,2/21/2019,Infused (non-edible),Each,316.94,9,316.94,0,0,9,04/08/2024
548,2/21/2019,Infused (edible),Each,6020.87,244,6020.87,0,0,244,04/08/2024
553,2/22/2019,Infused (non-edible),Each,962.48,31,962.48,0,0,31,04/08/2024
553,2/22/2019,Buds,Each,1800.76,105,1800.76,0,0,105,04/08/2024
553,2/22/2019,Concentrate (Each),Each,13280.41,297,13280.41,0,0,297,04/08/2024
553,2/22/2019,Buds,Grams,22483.45,0,0,2402.89,22483.45,2402.89,04/08/2024
553,2/22/2019,Infused (edible),Each,9148.12,331,9148.12,0,0,331,04/08/2024
558,2/23/2019,Infused (non-edible),Each,949.85,30,949.85,0,0,30,04/08/2024
558,2/23/2019,Buds,Each,1603.8,115,1603.8,0,0,115,04/08/2024
558,2/23/2019,Infused (edible),Each,9669.66,380,9669.66,0,0,380,04/08/2024
558,2/23/2019,Concentrate (Each),Each,12562.49,299,12562.49,0,0,299,04/08/2024
558,2/23/2019,Buds,Grams,17491.69,0,0,1791.22,17491.69,1791.22,04/08/2024
563,2/24/2019,Infused (non-edible),Each,164.5,4,164.5,0,0,4,04/08/2024
563,2/24/2019,Buds,Each,656.76,37,656.76,0,0,37,04/08/2024
563,2/24/2019,Concentrate (Each),Each,7538.98,185,7538.98,0,0,185,04/08/2024
563,2/24/2019,Buds,Grams,11283.36,0,0,1123.38,11283.36,1123.38,04/08/2024
563,2/24/2019,Infused (edible),Each,5074.05,261,5074.05,0,0,261,04/08/2024
568,2/25/2019,Buds,Grams,13736.13,0,0,1366.18,13736.13,1366.18,04/08/2024
568,2/25/2019,Infused (non-edible),Each,257.34,7,257.34,0,0,7,04/08/2024
568,2/25/2019,Concentrate (Each),Each,9546,213,9546,0,0,213,04/08/2024
568,2/25/2019,Infused (edible),Each,5533.79,204,5533.79,0,0,204,04/08/2024
568,2/25/2019,Buds,Each,1442.25,57,1442.25,0,0,57,04/08/2024
573,2/26/2019,Buds,Each,1192.11,58,1192.11,0,0,58,04/08/2024
573,2/26/2019,Buds,Grams,12431.6,0,0,1291.71,12431.6,1291.71,04/08/2024
573,2/26/2019,Infused (non-edible),Each,429.84,12,429.84,0,0,12,04/08/2024
573,2/26/2019,Infused (edible),Each,7703.58,344,7703.58,0,0,344,04/08/2024
573,2/26/2019,Concentrate (Each),Each,8509.42,214,8509.42,0,0,214,04/08/2024
578,2/27/2019,Infused (edible),Each,7302.74,351,7302.74,0,0,351,04/08/2024
578,2/27/2019,Infused (non-edible),Each,244.72,7,244.72,0,0,7,04/08/2024
578,2/27/2019,Concentrate (Each),Each,11199.96,284,11199.96,0,0,284,04/08/2024
578,2/27/2019,Buds,Grams,14814.84,0,0,1517.69,14814.84,1517.69,04/08/2024
578,2/27/2019,Buds,Each,1132.67,73,1132.67,0,0,73,04/08/2024
583,2/28/2019,Concentrate (Each),Each,11899.46,256,11899.46,0,0,256,04/08/2024
583,2/28/2019,Buds,Each,1609.97,108,1609.97,0,0,108,04/08/2024
583,2/28/2019,Buds,Grams,15133.48,0,0,1574.02,15133.48,1574.02,04/08/2024
583,2/28/2019,Infused (non-edible),Each,297.61,10,297.61,0,0,10,04/08/2024
583,2/28/2019,Infused (edible),Each,8411.11,349,8411.11,0,0,349,04/08/2024
588,3/1/2019,Buds,Grams,32288.6,0,0,3906.48,32288.6,3906.48,04/08/2024
588,3/1/2019,Infused (edible),Each,12482.4,436,12482.4,0,0,436,04/08/2024
588,3/1/2019,Buds,Each,3238.43,183,3238.43,0,0,183,04/08/2024
588,3/1/2019,Infused (non-edible),Each,1059.81,33,1059.81,0,0,33,04/08/2024
588,3/1/2019,Concentrate (Each),Each,21126.11,536,21126.11,0,0,536,04/08/2024
588,3/1/2019,Concentrate,Each,260.77,7,260.77,0,0,7,04/08/2024
594,3/2/2019,Buds,Each,1833.81,113,1833.81,0,0,113,04/08/2024
594,3/2/2019,Concentrate,Each,70,1,70,0,0,1,04/08/2024
594,3/2/2019,Buds,Grams,19621.73,0,0,2401.08,19621.73,2401.08,04/08/2024
594,3/2/2019,Concentrate (Each),Each,12978.07,298,12978.07,0,0,298,04/08/2024
594,3/2/2019,Infused (edible),Each,8355.51,341,8355.51,0,0,341,04/08/2024
594,3/2/2019,Infused (non-edible),Each,761.94,27,761.94,0,0,27,04/08/2024
600,3/3/2019,Concentrate (Each),Each,12514.07,269,12514.07,0,0,269,04/08/2024
600,3/3/2019,Buds,Each,1625.34,84,1625.34,0,0,84,04/08/2024
600,3/3/2019,Concentrate,Each,245,4,245,0,0,4,04/08/2024
600,3/3/2019,Infused (non-edible),Each,486.18,21,486.18,0,0,21,04/08/2024
600,3/3/2019,Infused (edible),Each,7195.46,341,7195.46,0,0,341,04/08/2024
600,3/3/2019,Buds,Grams,17213.31,0,0,1872.41,17213.31,1872.41,04/08/2024
606,3/4/2019,Buds,Grams,6931.18,0,0,712.98,6931.18,712.98,04/08/2024
606,3/4/2019,Concentrate,Each,517.46,10,517.46,0,0,10,04/08/2024
606,3/4/2019,Infused (edible),Each,3652.63,194,3652.63,0,0,194,04/08/2024
606,3/4/2019,Infused (non-edible),Each,297,10,297,0,0,10,04/08/2024
606,3/4/2019,Concentrate (Each),Each,6630.57,178,6630.57,0,0,178,04/08/2024
606,3/4/2019,Buds,Each,667.79,45,667.79,0,0,45,04/08/2024
612,3/5/2019,Buds,Each,1377.45,58,1377.45,0,0,58,04/08/2024
612,3/5/2019,Infused (edible),Each,6912.92,272,6912.92,0,0,272,04/08/2024
612,3/5/2019,Concentrate,Each,784,13,784,0,0,13,04/08/2024
612,3/5/2019,Buds,Grams,16396.13,0,0,1608.62,16396.13,1608.62,04/08/2024
612,3/5/2019,Infused (non-edible),Each,378.71,11,378.71,0,0,11,04/08/2024
612,3/5/2019,Concentrate (Each),Each,10550.61,247,10550.61,0,0,247,04/08/2024
618,3/6/2019,Concentrate,Each,727.18,15,727.18,0,0,15,04/08/2024
618,3/6/2019,Buds,Each,1420.68,71,1420.68,0,0,71,04/08/2024
618,3/6/2019,Concentrate (Each),Each,11435.97,288,11435.97,0,0,288,04/08/2024
618,3/6/2019,Infused (edible),Each,8162.23,376,8162.23,0,0,376,04/08/2024
618,3/6/2019,Infused (non-edible),Each,831.08,27,831.08,0,0,27,04/08/2024
618,3/6/2019,Buds,Grams,13304.61,0,0,1414.47,13304.61,1414.47,04/08/2024
624,3/7/2019,Buds,Grams,11576.87,0,0,1213.81,11576.87,1213.81,04/08/2024
624,3/7/2019,Infused (non-edible),Each,981.76,40,981.76,0,0,40,04/08/2024
624,3/7/2019,Concentrate (Each),Each,10928.01,250,10928.01,0,0,250,04/08/2024
624,3/7/2019,Buds,Each,1951.52,87,1951.52,0,0,87,04/08/2024
624,3/7/2019,Infused (edible),Each,8008.6,317,8008.6,0,0,317,04/08/2024
624,3/7/2019,Concentrate,Each,415,7,415,0,0,7,04/08/2024
630,3/8/2019,Buds,Grams,16048.8,0,0,1641.07,16048.8,1641.07,04/08/2024
630,3/8/2019,Infused (non-edible),Each,1593.64,51,1593.64,0,0,51,04/08/2024
630,3/8/2019,Concentrate (Each),Each,14378.67,352,14378.67,0,0,352,04/08/2024
630,3/8/2019,Concentrate,Each,751.66,15,751.66,0,0,15,04/08/2024
